id,ret
1,0.19381775903709364
2,0.21493041843703678
3,0.1806133528470141
4,0.23400228368104103
5,0.20792383390100283
6,0.21133914854805494
7,0.22547281216302995
8,0.20022731178613543
9,0.1856290329079995
10,0.19127511570578457
11,0.19955451071356392
12,0.1786318518248885
13,0.1674983235477053
14,0.2146565182149664
15,0.21624062478545314
16,0.19463370517471032
17,0.2195219736532161
18,0.2180793323605389
19,0.21740568986915304
20,0.20696081593884533
21,0.20992108131130321
22,0.22739049685384394
23,0.2140355388136508
24,0.17879956858899654
25,0.2124542246908202
26,0.20728532778427688
27,0.2053115526463003
28,0.20115004509557988
29,0.22322292021188783
30,0.1739687457490052
31,0.23429183464009065
32,0.17766082200535147
33,0.1798088776069788
34,0.21741899936074593
35,0.19256400373387683
36,0.19934054771994705
37,0.17168727112939489
38,0.20582513120840853
39,0.27098220222952607
40,0.21205176376682336
41,0.19282616834088212
42,0.18615415600171142
43,0.17700358838373567
44,0.21426231298227386
45,0.16782279890118326
46,0.1932371530437866
47,0.18721757590268637
48,0.18483256997116326
49,0.221802538831151
50,0.2047338007169703
51,0.2722128693355362
52,0.18683840043761057
53,0.24217753491785682
54,0.17617789214816748
55,0.17184955151209078
56,0.17054858822782937
57,0.196605014950872
58,0.22609133809580823
59,0.20062027793479825
60,0.24332722872588466
61,0.18157350927424595
62,0.24723438429879552
63,0.3014751065414751
64,0.26814483675816797
65,0.22371948047627743
66,0.20323355577866328
67,0.17050770043620248
68,0.24581417241216064
69,0.18850970158603267
70,0.20820172594472616
71,0.2298713646470845
72,0.19682695099365882
73,0.1530655983821875
74,0.18245982760805915
75,0.2461076900239238
76,0.2153961986519503
77,0.17588819248115006
78,0.2544582877675212
79,0.24182610400726823
80,0.23395903083595143
81,0.30450127134344124
82,0.22353196841210182
83,0.18100834938940025
84,0.2543742843011521
85,0.1882927353086208
86,0.20508283909106775
87,0.18125858075589937
88,0.1780325906470357
89,0.17622312855942726
90,0.20377847460992937
91,0.20452345414740883
92,0.2282946524587097
93,0.1974113217280083
94,0.2580373144997139
95,0.1755481409349576
96,0.2370092300578295
97,0.20487766450793066
98,0.22564194482788372
99,0.22583398423626805
100,0.26291756074606015
101,0.2179101681519691
102,0.2174376144883661
103,0.20297346570491703
104,0.17205442445064575
105,0.16820915905099978
106,0.17088059950980483
107,0.20578354216923672
108,0.2088690498839676
109,0.22096647804843428
110,0.24151342644518048
111,0.22372858455314615
112,0.2068127811197009
113,0.1659404151365458
114,0.1798017153650192
115,0.1814968714610694
116,0.23969647336596267
117,0.2241408660092181
118,0.22206791327371045
119,0.2207498880581859
120,0.18592820437341134
121,0.1945719241200398
122,0.20626368414282892
123,0.1724239714016863
124,0.20125607282615318
125,0.202772772466377
126,0.192545740317835
127,0.16958654881199894
128,0.19051952078340018
129,0.20533667725001326
130,0.20253245019058258
131,0.2471232434915601
132,0.1843768612265713
133,0.20597606772188792
134,0.22369023797482332
135,0.25370188504516683
136,0.20270490171460995
137,0.1966358020665716
138,0.21160254787083888
139,0.21113895878962213
140,0.20804889314097819
141,0.23291383138435784
142,0.16400632936889442
143,0.20744619363768776
144,0.20923217437060587
145,0.21299269874574786
146,0.17597871324519757
147,0.2404904980066691
148,0.18811806476063103
149,0.18312378538219984
150,0.18766718125109955
151,0.17655788133736838
152,0.2098396848714091
153,0.22815233502860924
154,0.2418023486477743
155,0.18103522253336204
156,0.17602649141172758
157,0.2086843741747839
158,0.19324986183367418
159,0.19078132699026656
160,0.2190542283838739
161,0.1912545738596959
162,0.17833742699163693
163,0.22371645220887917
164,0.22282197204376947
165,0.19842131891607073
166,0.16733394694976858
167,0.17774758941279842
168,0.1829588837275793
169,0.18471361386544716
170,0.18549803838187298
171,0.1713097694593528
172,0.2077422430688216
173,0.22702104222925934
174,0.20890972858542456
175,0.22141675110563866
176,0.18499699191272712
177,0.1783094045437173
178,0.21566952830822606
179,0.2018632494123466
180,0.24577332195648818
181,0.25112582078857604
182,0.20424808980338519
183,0.22627646589646844
184,0.18826386561507036
185,0.16986914692834235
186,0.20389484018618864
187,0.20987969148884594
188,0.23740764427613376
189,0.21645870679720067
190,0.17362621100538408
191,0.18588237350230363
192,0.18388261522149707
193,0.18401148824191552
194,0.23806210630319533
195,0.2396180320674273
196,0.2146263840020062
197,0.1782605454778554
198,0.21439298285999706
199,0.23257183299210923
200,0.1861654859721749
201,0.22089236841228788
202,0.18382030016253345
203,0.20272324592408292
204,0.21613166443419818
205,0.19578951436828626
206,0.23337284453014184
207,0.2512342694552552
208,0.2198262611023283
209,0.2077699639116299
210,0.21846761751066157
211,0.21711460579975306
212,0.19553866609291717
213,0.1842150913435017
214,0.20688586813066648
215,0.21017179704208175
216,0.2569462531193045
217,0.2363629486954543
218,0.20392682830499087
219,0.21450264590995802
220,0.22655468237376028
221,0.20933723766336107
222,0.184929143618509
223,0.2207635909060681
224,0.24096067109760327
225,0.18299374998984846
226,0.1948468005859232
227,0.19793634671847443
228,0.1928004704473012
229,0.16414753527163362
230,0.19492780712945182
231,0.17874083122006723
232,0.17055356125058793
233,0.1546484438506156
234,0.21847235011578728
235,0.1833046560653608
236,0.1638981196526174
237,0.16593840687735473
238,0.1983495952333877
239,0.20852338830857853
240,0.1892987409220388
241,0.19640430568299783
242,0.22990192710652824
243,0.21597825584572927
244,0.17430598027139235
245,0.19897155556499085
246,0.2196381496215098
247,0.2174236583224551
248,0.18248097162424634
249,0.23243560536418623
250,0.17628073239636122
251,0.1725888418828698
252,0.22433664308112367
253,0.22224295593800314
254,0.18083623285706943
255,0.1696796307632788
256,0.15839839796310298
257,0.20053380239852467
258,0.20318794553586353
259,0.19743766240730656
260,0.20110555017111412
261,0.21760155566688677
262,0.21112980432511816
263,0.18268409461113233
264,0.17924655562173644
265,0.19245831193652405
266,0.19289985612620708
267,0.21404524525846114
268,0.21774075192872547
269,0.20076895443920761
270,0.20547990803153643
271,0.1891892050416897
272,0.22883950925372368
273,0.20451233200967084
274,0.20493849735864036
275,0.2326422791778284
276,0.24474623842899712
277,0.1936225722266842
278,0.1990580923511106
279,0.17050294534039592
280,0.20309264242734934
281,0.1754847662561347
282,0.18456060267786534
283,0.17285754708602055
284,0.19098363737936522
285,0.21410057174185565
286,0.24269565567424295
287,0.21080051210585085
288,0.19181685671077353
289,0.20690932279833546
290,0.19198344929099098
291,0.19013862984319935
292,0.19690154736241877
293,0.18403261818938696
294,0.1595956339659198
295,0.20341664431858042
296,0.22054172034299888
297,0.2308514088599182
298,0.18654464728383505
299,0.20188178640590052
300,0.18966674099678563
301,0.22099090548459285
302,0.2037667785004764
303,0.21225849632656918
304,0.1640713121985556
305,0.16760783053409506
306,0.210544445205138
307,0.23458463790087755
308,0.2011638920829081
309,0.1929196551716343
310,0.19429712601435697
311,0.1861566087431696
312,0.219597956887376
313,0.22606122270938211
314,0.1825264655922267
315,0.2239338108425762
316,0.24136838123958446
317,0.2268405883836919
318,0.20694972134109998
319,0.1815239864254584
320,0.21453704673851523
321,0.18720520286019662
322,0.2176019499942009
323,0.2091290745940987
324,0.22433628298015434
325,0.1800915259253271
326,0.15800851388828235
327,0.23330361175942835
328,0.21857570965535106
329,0.18045299904056492
330,0.17492443780287859
331,0.17906698983545663
332,0.17183308680009815
333,0.19937221773060348
334,0.23849482399346894
335,0.1721625167484125
336,0.18281494062915213
337,0.20065504736455786
338,0.19774669806302547
339,0.20147307473841414
340,0.18490319725953366
341,0.17457726842656374
342,0.16184975077082295
343,0.22262710586476275
344,0.2055895110303509
345,0.19750820340453323
346,0.18812650113376736
347,0.17916074135471938
348,0.23585821235516324
349,0.18902085418531334
350,0.23883278794272328
351,0.1774344592363188
